class,name,label,max_normal,max_abnormal,margin,semantic_score,fusion_score
visa_macaroni2_v2_k2,macaroni2-bad-000,1,1.238,-0.2075,1.445,0.1907,0.2869
visa_macaroni2_v2_k2,macaroni2-bad-001,1,1.262,-0.1688,1.431,0.193,0.2844
visa_macaroni2_v2_k2,macaroni2-bad-002,1,1.213,-0.04684,1.26,0.2211,0.3052
visa_macaroni2_v2_k2,macaroni2-bad-003,1,1.284,-0.2307,1.515,0.1802,0.2822
visa_macaroni2_v2_k2,macaroni2-bad-004,1,1.361,-0.0897,1.451,0.1898,0.2834
visa_macaroni2_v2_k2,macaroni2-bad-005,1,1.311,-0.1998,1.511,0.1809,0.2861
visa_macaroni2_v2_k2,macaroni2-bad-006,1,1.264,-0.1251,1.389,0.1996,0.2908
visa_macaroni2_v2_k2,macaroni2-bad-007,1,1.246,-0.1606,1.406,0.1968,0.2988
visa_macaroni2_v2_k2,macaroni2-bad-008,1,1.265,-0.1978,1.463,0.1881,0.2883
visa_macaroni2_v2_k2,macaroni2-bad-009,1,1.283,-0.1996,1.482,0.185,0.288
visa_macaroni2_v2_k2,macaroni2-bad-010,1,1.146,-0.3083,1.455,0.1892,0.2915
visa_macaroni2_v2_k2,macaroni2-bad-011,1,1.309,-0.1196,1.428,0.1934,0.2908
visa_macaroni2_v2_k2,macaroni2-bad-012,1,1.163,-0.2131,1.376,0.2017,0.2932
visa_macaroni2_v2_k2,macaroni2-bad-013,1,1.26,-0.196,1.456,0.1891,0.2927
visa_macaroni2_v2_k2,macaroni2-bad-014,1,1.3125,-0.1832,1.496,0.1831,0.2913
visa_macaroni2_v2_k2,macaroni2-bad-015,1,1.285,-0.193,1.479,0.1857,0.282
visa_macaroni2_v2_k2,macaroni2-bad-016,1,1.273,-0.1622,1.436,0.1923,0.2961
visa_macaroni2_v2_k2,macaroni2-bad-017,1,1.329,-0.2231,1.553,0.1748,0.2812
visa_macaroni2_v2_k2,macaroni2-bad-018,1,1.201,-0.1641,1.365,0.2034,0.2996
visa_macaroni2_v2_k2,macaroni2-bad-019,1,1.214,-0.1948,1.408,0.1964,0.2925
visa_macaroni2_v2_k2,macaroni2-bad-020,1,1.331,-0.1746,1.506,0.1816,0.293
visa_macaroni2_v2_k2,macaroni2-bad-021,1,1.267,-0.2002,1.467,0.1874,0.2937
visa_macaroni2_v2_k2,macaroni2-bad-022,1,1.304,-0.2708,1.574,0.1716,0.2922
visa_macaroni2_v2_k2,macaroni2-bad-023,1,1.207,-0.1355,1.343,0.2072,0.2986
visa_macaroni2_v2_k2,macaroni2-bad-024,1,1.237,-0.278,1.516,0.1802,0.295
visa_macaroni2_v2_k2,macaroni2-bad-025,1,1.231,-0.1489,1.381,0.2009,0.2893
visa_macaroni2_v2_k2,macaroni2-bad-026,1,1.221,-0.1754,1.396,0.1985,0.2935
visa_macaroni2_v2_k2,macaroni2-bad-027,1,1.269,-0.1671,1.436,0.1923,0.2974
visa_macaroni2_v2_k2,macaroni2-bad-028,1,1.287,-0.2527,1.54,0.1765,0.2847
visa_macaroni2_v2_k2,macaroni2-bad-029,1,1.315,-0.11993,1.436,0.1923,0.291
visa_macaroni2_v2_k2,macaroni2-bad-030,1,1.182,-0.10583,1.287,0.2163,0.2979
visa_macaroni2_v2_k2,macaroni2-bad-031,1,1.258,-0.129,1.387,0.2,0.2976
visa_macaroni2_v2_k2,macaroni2-bad-032,1,1.359,-0.11115,1.471,0.1869,0.2947
visa_macaroni2_v2_k2,macaroni2-bad-033,1,1.244,-0.0602,1.305,0.2134,0.2996
visa_macaroni2_v2_k2,macaroni2-bad-034,1,1.2295,-0.1947,1.424,0.194,0.2854
visa_macaroni2_v2_k2,macaroni2-bad-035,1,1.2295,-0.1301,1.359,0.2043,0.2927
visa_macaroni2_v2_k2,macaroni2-bad-036,1,1.246,-0.1881,1.435,0.1925,0.2976
visa_macaroni2_v2_k2,macaroni2-bad-037,1,1.302,-0.07904,1.381,0.2009,0.2922
visa_macaroni2_v2_k2,macaroni2-bad-038,1,1.318,-0.1783,1.497,0.1829,0.29
visa_macaroni2_v2_k2,macaroni2-bad-039,1,1.303,-0.1688,1.472,0.1866,0.2998
visa_macaroni2_v2_k2,macaroni2-bad-040,1,1.202,-0.1421,1.344,0.2068,0.2966
visa_macaroni2_v2_k2,macaroni2-bad-041,1,1.256,-0.2505,1.506,0.1815,0.2886
visa_macaroni2_v2_k2,macaroni2-bad-042,1,1.237,-0.1768,1.414,0.1956,0.2896
visa_macaroni2_v2_k2,macaroni2-bad-043,1,1.173,-0.0478,1.221,0.2278,0.3071
visa_macaroni2_v2_k2,macaroni2-bad-044,1,1.211,-0.1058,1.316,0.2114,0.3052
visa_macaroni2_v2_k2,macaroni2-bad-045,1,1.297,-0.1332,1.43,0.1931,0.2942
visa_macaroni2_v2_k2,macaroni2-bad-046,1,1.261,-0.1638,1.425,0.194,0.3047
visa_macaroni2_v2_k2,macaroni2-bad-047,1,1.336,-0.2039,1.54,0.1765,0.289
visa_macaroni2_v2_k2,macaroni2-bad-048,1,1.304,-0.1301,1.434,0.1925,0.2983
